"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000031255",27.9218816144154,2.6723321833151,0.865076349111239,3.08912870645533,0.0020074445248841,0.237350793824531
"ENSMUSG00000030905",18.2240341345477,-1.56571896589576,0.508816569123174,-3.07717763317714,0.00208970731654562,0.242325675360963
"ENSMUSG00000021067",191.884141358283,-0.970544103272931,0.315221259506174,-3.07892971683885,0.00207745685589199,0.242325675360963
"ENSMUSG00000123342",5039.21786928849,-1.22189415178871,0.398257834259135,-3.06809821848642,0.00215425800206934,0.247431919094821
"ENSMUSG00000041329",80.2253732428691,1.92445137793368,0.628116196517078,3.06384613007087,0.00218511266298061,0.248608101090058
"ENSMUSG00000074227",108.047783948081,1.77482765015862,0.58159390176374,3.05166138223989,0.00227578674436186,0.249508983063673
"ENSMUSG00000022270",118.489808333666,-1.93056466193641,0.631775131165332,-3.05577818230264,0.00224477258887737,0.249508983063673
"ENSMUSG00000042834",56.4774390109992,1.55459145047066,0.509367606846932,3.05200297304697,0.00227319849320733,0.249508983063673
"ENSMUSG00000025007",29.3641334630277,2.6535236276685,0.86862108960503,3.05486898651642,0.00225158855820246,0.249508983063673
"ENSMUSG00000058056",176.379800436607,0.696524421807699,0.228827024766542,3.04389056545363,0.00233540076951064,0.253738137660345
"ENSMUSG00000051359",26.2629307642785,2.66348993274801,0.877623882157421,3.03488770861667,0.00240625258120924,0.259101840440923
"ENSMUSG00000021987",198.17155830908,-0.874839091954207,0.290162559064559,-3.01499647223459,0.00256982244673032,0.274266006261661
"ENSMUSG00000036833",338.878012560665,-1.25944178810712,0.41921872022562,-3.00425941720661,0.00266228218562252,0.280965037264501
"ENSMUSG00000079559",45.1142121202315,-1.37975101646245,0.459559558750274,-3.00233340856742,0.00267918567872451,0.280965037264501
"ENSMUSG00000030987",330.757967870185,-1.1511771354058,0.384584624376551,-2.9932999460703,0.00275978372463871,0.282637787204424
"ENSMUSG00000066406",329.467318333872,-0.732309100194868,0.244700543553614,-2.99267459548744,0.00276544435241476,0.282637787204424
"ENSMUSG00000034522",137.27991485753,0.714774393681297,0.238464319179363,2.99740605278424,0.00272287769143204,0.282637787204424
"ENSMUSG00000112023",34.6434148967212,-1.29427983440435,0.433880571870834,-2.98303247094838,0.0028540771299381,0.28446421642193
"ENSMUSG00000022419",205.295243778841,-0.838158983148929,0.280801477126891,-2.98488096189812,0.00283688699253981,0.28446421642193
"ENSMUSG00000024529",275.548212162326,-1.35962356029834,0.455530413416952,-2.98470424861373,0.00283852625064805,0.28446421642193
"ENSMUSG00000032525",166.134917936853,-0.738983750169494,0.248136372903686,-2.97813553701106,0.00290007709253664,0.285754101079878
"ENSMUSG00000075702",145.858942966393,0.724661806706302,0.243450866421863,2.97662447193995,0.00291440749857587,0.285754101079878
"ENSMUSG00000127740",43.3987547039918,-2.65002924217074,0.896417495931015,-2.95624444435729,0.00311410177644139,0.300448539391066
"ENSMUSG00000034973",105.82067535189,-0.869817469010139,0.294110424117342,-2.95745202374434,0.00310193016259787,0.300448539391066
"ENSMUSG00000041757",62.8772470741182,0.835542485075888,0.283386002062368,2.9484253950271,0.00319397221643219,0.300937099749922
"ENSMUSG00000074971",31.277472110489,-1.25186689981348,0.42458903506468,-2.94842022856945,0.00319402560265258,0.300937099749922
"ENSMUSG00000068566",234.758814029276,-0.659755683513936,0.223672340992522,-2.94965251665155,0.00318131509125174,0.300937099749922
"ENSMUSG00000001270",238.81482720648,0.656864347478851,0.223161140419129,2.9434530861653,0.00324573011882722,0.303438025062452
"ENSMUSG00000091086",126.855841336474,0.758933138116307,0.258246857325913,2.93878944346075,0.00329496835851453,0.305671680028348
"ENSMUSG00000041957",140.507674238084,-1.27045092920598,0.433375421677057,-2.93152510654537,0.00337302100683585,0.310523918644583
"ENSMUSG00000054203",79.4203899855184,-0.936183599493627,0.321646272127804,-2.91059987513749,0.00360735653858461,0.328093798779344
"ENSMUSG00000033722",20.3646249673827,1.95856614899459,0.677159882498149,2.89232454493484,0.00382402703612043,0.328093798779344
"ENSMUSG00000046432",74.953062339749,2.17982082270987,0.751756939505147,2.89963511895848,0.00373597283221748,0.328093798779344
"ENSMUSG00000028541",24.3361007823861,1.48417947226738,0.515626428803356,2.87840069740375,0.0039969709580745,0.328093798779344
"ENSMUSG00000078350",46.270401896039,1.4540978385171,0.505401791589288,2.87711255226172,0.00401332419971436,0.328093798779344
"ENSMUSG00000080921",274.330492000092,0.751970299238333,0.261567512153707,2.87486122816524,0.00404205109195865,0.328093798779344
"ENSMUSG00000034245",28.6089863597205,1.62845805736317,0.566194641968431,2.87614529819935,0.00402564357362286,0.328093798779344
"ENSMUSG00000030123",168.368145010356,0.747604957721942,0.25906382207198,2.88579451867356,0.00390426970906663,0.328093798779344
"ENSMUSG00000009394",34.001151334064,-1.2130075524512,0.422680045652197,-2.86980084564798,0.00410730402174661,0.328093798779344
"ENSMUSG00000002266",107.433753660917,-1.56016188553263,0.544447791868707,-2.86558584465499,0.00416238401436481,0.328093798779344
"ENSMUSG00000030978",68.7220129499798,1.08609939103275,0.378211029656062,2.87167561459123,0.00408301847436588,0.328093798779344
"ENSMUSG00000036499",106.715724216619,-0.685372671668969,0.236934931485786,-2.89266199530433,0.00381992136807301,0.328093798779344
"ENSMUSG00000031586",208.499972620979,-0.936987255118481,0.324520334604702,-2.88729905403255,0.00388564717117192,0.328093798779344
"ENSMUSG00000046718",198.309344174603,1.08039395307393,0.372299510003659,2.90194836158477,0.00370849665094426,0.328093798779344
"ENSMUSG00000062014",220.122106510947,-0.652365379858468,0.227565584388535,-2.86671370634256,0.0041475802637423,0.328093798779344
"ENSMUSG00000059495",447.513272803211,-0.534222875434617,0.185866984842013,-2.87422145406139,0.00405024859795854,0.328093798779344
"ENSMUSG00000032577",40.0641143947508,1.39414807011442,0.481631754938725,2.89463486536885,0.00379599804435238,0.328093798779344
"ENSMUSG00000031990",41.1607085678347,1.41114761867204,0.488324609945239,2.88977370776027,0.00385519232703312,0.328093798779344
"ENSMUSG00000138367",19.3814103105766,-1.39624584574437,0.486993546296821,-2.86707258517418,0.0041428798273839,0.328093798779344
"ENSMUSG00000022905",135.578590502093,-0.673997166185256,0.234036446818942,-2.87988121229118,0.00397825028926648,0.328093798779344
"ENSMUSG00000035376",603.791249938979,-1.08398612147607,0.374743316184139,-2.89260962013644,0.00382055833998018,0.328093798779344
"ENSMUSG00000013236",139.792460368506,1.26694441395896,0.44068656046227,2.87493317842497,0.00404113012698355,0.328093798779344
"ENSMUSG00000028936",661.766640400651,0.616555358261365,0.215754177869781,2.85767517620673,0.00426757003068641,0.334200614091416
"ENSMUSG00000042453",21.0008638505083,1.61519138335054,0.567777132111031,2.84476300999507,0.00444444768556201,0.341401522852725
"ENSMUSG00000003378",72.3822640217328,0.93248885008749,0.327711618956603,2.84545556564771,0.00443479463525902,0.341401522852725
"ENSMUSG00000047714",284.121746113082,-0.844683659935158,0.296848978878756,-2.84549963124568,0.00443418107901833,0.341401522852725
"ENSMUSG00000047003",30.0938948250852,2.2011861188101,0.774889673341976,2.84064453887576,0.00450224651728635,0.34365248733211
"ENSMUSG00000048644",42.7330529586656,1.16787285632473,0.41152065302738,2.83794470030407,0.00454050483853439,0.344393008507702
"ENSMUSG00000028862",275.035545375447,-1.27496584242008,0.450351089009041,-2.83104864967805,0.0046395663553522,0.349707314034672
"ENSMUSG00000048442",11.0232726073941,2.29238725394308,0.810900836189031,2.82696373173882,0.00469916497549151,0.35199956276042
"ENSMUSG00000020315",2607.32453868272,-0.920169684926299,0.326649562573642,-2.8169934705449,0.00484755111658476,0.360873249790199
"ENSMUSG00000079641",636.561874366695,0.618113821349367,0.219892169187018,2.81098605573199,0.00493899263680232,0.364659818846188
"ENSMUSG00000020340",48.4614409276608,2.28422866486651,0.812981810013792,2.80969221787109,0.00495888974218697,0.364659818846188
"ENSMUSG00000050737",99.1261296714298,0.973955131583947,0.349838144066549,2.78401640330756,0.00536903188053565,0.369739849408382
"ENSMUSG00000062661",8.2717711894342,2.17157168993171,0.77631573356417,2.79727898848801,0.00515350118936178,0.369739849408382
"ENSMUSG00000046818",29.5750567356128,2.35037113459293,0.841441874375935,2.79326618530378,0.00521787353503214,0.369739849408382
"ENSMUSG00000028514",205.000841409753,-0.643892687284489,0.230424439799255,-2.79437670693892,0.00519998652082755,0.369739849408382
"ENSMUSG00000036390",23.5934825239135,1.98031728470211,0.712518369781544,2.77932102341342,0.00544726622386649,0.369739849408382
"ENSMUSG00000060477",135.157670441885,-1.15025586579282,0.414212746099417,-2.77696878385471,0.00548684483305845,0.369739849408382
"ENSMUSG00000032812",135.507765695724,0.717192894591941,0.258023338624206,2.77956598196137,0.00544315942206123,0.369739849408382
"ENSMUSG00000040952",1483.73148371573,0.665097041566748,0.238481468864393,2.78888353352494,0.00528900813775736,0.369739849408382
"ENSMUSG00000020044",414.933586762524,-0.81366156576857,0.291882996421619,-2.7876292067156,0.00530952765716703,0.369739849408382
"ENSMUSG00000109084",34.7897296235518,-1.67929841209793,0.599513181593153,-2.80110340132196,0.00509281978079557,0.369739849408382
"ENSMUSG00000037833",30.8685079159476,-1.24285637897274,0.447094333452648,-2.77985267532893,0.0054383564738819,0.369739849408382
"ENSMUSG00000032249",645.083446869625,-0.709839218541183,0.253816815456836,-2.7966595407147,0.00516339113467195,0.369739849408382
"ENSMUSG00000025384",36.5017169562744,1.05274638278395,0.379107208584398,2.77690943075164,0.00548784685274465,0.369739849408382
"ENSMUSG00000041126",96.7200467243452,0.778286058795174,0.279294748118869,2.78661186448065,0.00532622312596086,0.369739849408382
"ENSMUSG00000003199",119.227330717545,0.672382063641627,0.240052628346572,2.80097772006432,0.00509480363900872,0.369739849408382
"ENSMUSG00000042042",81.3315066616135,-0.79252643403352,0.286632970902143,-2.76495209723828,0.00569311554882403,0.372215776347319
"ENSMUSG00000038502",74.5710501354363,1.04565218836771,0.378086929079602,2.76563961339049,0.00568112805987976,0.372215776347319
"ENSMUSG00000066571",150.575615742825,-0.905544013434523,0.327614368423211,-2.7640546347001,0.00570879797634541,0.372215776347319
"ENSMUSG00000020150",30.4824066837506,1.80597398931319,0.653391778407052,2.76399864368678,0.00570977766370266,0.372215776347319
"ENSMUSG00000044694",51.6651222429598,-1.85141789360129,0.668606769474257,-2.76906842426544,0.00562168275924889,0.372215776347319
"ENSMUSG00000116908",9.20998505123779,-2.0810720074899,0.751388906520958,-2.76963366031789,0.00561193731836249,0.372215776347319
"ENSMUSG00000007659",199.250615835263,-0.806759248560571,0.293221060260306,-2.75136870402274,0.005934680475421,0.374723803840719
"ENSMUSG00000032238",135.466525898632,-0.670440723128308,0.243492345913826,-2.75343654278802,0.00589732016267978,0.374723803840719
"ENSMUSG00000069237",89.2787227259362,-0.877680634289339,0.318575729638202,-2.75501412265805,0.00586896021200298,0.374723803840719
"ENSMUSG00000021013",34.5010032872593,1.07776158309845,0.390604794753386,2.75921237418223,0.00579408670045684,0.374723803840719
"ENSMUSG00000099764",197.680747578634,0.744951113649837,0.27069064143054,2.75203867305103,0.00592255263512747,0.374723803840719
"ENSMUSG00000023959",97.9885242048852,-1.12782686470594,0.409872543710701,-2.75165263448823,0.00592953801031916,0.374723803840719
"ENSMUSG00000120849",249.382211907475,0.654532241906521,0.238217206093375,2.74762790077372,0.00600280911349544,0.377051447441432
"ENSMUSG00000026670",459.00592540249,-0.984595481134615,0.359184591620981,-2.74119632106485,0.00612159189420045,0.382520198155738
"ENSMUSG00000028358",23.7142285247399,2.26485235661199,0.827985616253517,2.7353764511756,0.00623089718897947,0.387343402572641
"ENSMUSG00000026640",113.001732511539,-0.892098051099999,0.32646885228716,-2.73256711888494,0.00628428657865194,0.388658954556628
"ENSMUSG00000062997",545.231573818367,0.563135223506226,0.20625756050569,2.730252515959,0.00632858299256364,0.389401586175089
"ENSMUSG00000049313",56.6128344923899,0.868155898805624,0.318360852613447,2.72695556529287,0.00639216463838189,0.390718153956813
"ENSMUSG00000047407",61.8115391452165,1.72158493075701,0.631591134847752,2.72579020788822,0.00641477566197752,0.390718153956813
"ENSMUSG00000060636",1031.77146882001,0.531925475378703,0.195289592004438,2.72377790295457,0.0064539891878161,0.391131204045539
"ENSMUSG00000034855",15.5146425365518,-1.72873669023393,0.635134329014251,-2.72184420092201,0.0064918740353342,0.391460004330652
"ENSMUSG00000016194",103.557363188881,-1.0335571932456,0.383989985074563,-2.69162538977393,0.00711047635290874,0.39160772086203
"ENSMUSG00000040836",15.6914027998605,1.36266021521531,0.506384398641245,2.69096010633753,0.00712467140705838,0.39160772086203
"ENSMUSG00000045392",134.204447475512,-1.48076146739811,0.550195179286085,-2.69133849794813,0.0071165946045294,0.39160772086203
"ENSMUSG00000050592",19.8840705992259,1.98675985622938,0.738115514350259,2.69166521716897,0.00710962736775443,0.39160772086203
"ENSMUSG00000074480",26.3277211433949,2.58584284570348,0.959045526292257,2.69626704344323,0.00701214261995646,0.39160772086203
"ENSMUSG00000056498",14.5215297389282,-1.35158997500545,0.503416188131764,-2.68483613930127,0.00725653731918239,0.39160772086203
"ENSMUSG00000037270",164.503742119675,-0.607638476153315,0.225523615984008,-2.69434521747116,0.00705270751681421,0.39160772086203
"ENSMUSG00000010721",67.7918113908572,-0.798953701569866,0.297988220613379,-2.68115867105518,0.00733677188520677,0.39160772086203
"ENSMUSG00000030315",111.188666651716,0.735880305944478,0.271250256121199,2.71292022528331,0.00666931600267548,0.39160772086203
"ENSMUSG00000030309",36.2495994103998,1.11137024136499,0.414047310661581,2.68416244411586,0.00727117674521871,0.39160772086203
"ENSMUSG00000055723",147.031200630773,-0.910186620268113,0.33875159927914,-2.68688508690433,0.00721217600915585,0.39160772086203
"ENSMUSG00000019818",643.471877230756,-0.612965213459722,0.227115926695876,-2.69890897735465,0.00695672007796731,0.39160772086203
"ENSMUSG00000110631",50.6105305533275,1.18970900903927,0.443678965233777,2.68146363083137,0.0073300881712552,0.39160772086203
"ENSMUSG00000071103",19.005145917785,1.25836294578108,0.466021787417408,2.70022342250275,0.00692929246767144,0.39160772086203
"ENSMUSG00000022012",9.6806403164571,2.01035500319974,0.749640764498979,2.68175784776507,0.00732364508307612,0.39160772086203
"ENSMUSG00000025290",1760.14165005861,0.560528242693005,0.209183689591247,2.67959822196607,0.00737105743247767,0.39160772086203
"ENSMUSG00000032243",24.4101024922212,1.11559702346426,0.414168990735586,2.69357930800878,0.00706893256822492,0.39160772086203
"ENSMUSG00000037926",276.883574165096,-1.13555794889116,0.420269289681386,-2.70197698659363,0.00689285331149199,0.39160772086203
"ENSMUSG00000114003",202.131391547023,0.673272725545018,0.248692944466089,2.70724498031276,0.00678441726845195,0.39160772086203
"ENSMUSG00000096842",153.09875018798,0.83152016465104,0.309440283315611,2.68717490735664,0.00720592085888561,0.39160772086203
